nodeId1,portId1,nodeId2,portId2,bandwidth,delay
35,13,38,11,400Gbps,1ns
35,14,39,11,400Gbps,1ns
36,12,37,12,400Gbps,1ns
36,13,38,12,400Gbps,1ns
36,14,39,12,400Gbps,1ns
37,13,38,13,400Gbps,1ns
37,14,39,13,400Gbps,1ns
38,14,39,14,400Gbps,1ns
40,8,41,8,400Gbps,1ns
40,9,42,8,400Gbps,1ns
40,10,43,8,400Gbps,1ns
40,11,44,8,400Gbps,1ns
40,12,45,8,400Gbps,1ns
40,13,46,8,400Gbps,1ns
40,14,47,8,400Gbps,1ns
41,9,42,9,400Gbps,1ns
41,10,43,9,400Gbps,1ns
41,11,44,9,400Gbps,1ns
41,12,45,9,400Gbps,1ns
41,13,46,9,400Gbps,1ns
41,14,47,9,400Gbps,1ns
42,10,43,10,400Gbps,1ns
42,11,44,10,400Gbps,1ns
42,12,45,10,400Gbps,1ns
42,13,46,10,400Gbps,1ns
42,14,47,10,400Gbps,1ns
43,11,44,11,400Gbps,1ns
43,12,45,11,400Gbps,1ns
43,13,46,11,400Gbps,1ns
43,14,47,11,400Gbps,1ns
44,12,45,12,400Gbps,1ns
44,13,46,12,400Gbps,1ns
44,14,47,12,400Gbps,1ns
45,13,46,13,400Gbps,1ns
45,14,47,13,400Gbps,1ns
46,14,47,14,400Gbps,1ns
48,8,49,8,400Gbps,1ns
48,9,50,8,400Gbps,1ns
48,10,51,8,400Gbps,1ns
48,11,52,8,400Gbps,1ns
48,12,53,8,400Gbps,1ns
48,13,54,8,400Gbps,1ns
48,14,55,8,400Gbps,1ns
49,9,50,9,400Gbps,1ns
49,10,51,9,400Gbps,1ns
49,11,52,9,400Gbps,1ns
49,12,53,9,400Gbps,1ns
49,13,54,9,400Gbps,1ns
49,14,55,9,400Gbps,1ns
50,10,51,10,400Gbps,1ns
50,11,52,10,400Gbps,1ns
50,12,53,10,400Gbps,1ns
50,13,54,10,400Gbps,1ns
50,14,55,10,400Gbps,1ns
51,11,52,11,400Gbps,1ns
51,12,53,11,400Gbps,1ns
51,13,54,11,400Gbps,1ns
51,14,55,11,400Gbps,1ns
52,12,53,12,400Gbps,1ns
52,13,54,12,400Gbps,1ns
52,14,55,12,400Gbps,1ns
53,13,54,13,400Gbps,1ns
53,14,55,13,400Gbps,1ns
54,14,55,14,400Gbps,1ns
56,8,57,8,400Gbps,1ns
56,9,58,8,400Gbps,1ns
56,10,59,8,400Gbps,1ns
56,11,60,8,400Gbps,1ns
56,12,61,8,400Gbps,1ns
56,13,62,8,400Gbps,1ns
56,14,63,8,400Gbps,1ns
57,9,58,9,400Gbps,1ns
57,10,59,9,400Gbps,1ns
57,11,60,9,400Gbps,1ns
57,12,61,9,400Gbps,1ns
57,13,62,9,400Gbps,1ns
57,14,63,9,400Gbps,1ns
58,10,59,10,400Gbps,1ns
58,11,60,10,400Gbps,1ns
58,12,61,10,400Gbps,1ns
58,13,62,10,400Gbps,1ns
58,14,63,10,400Gbps,1ns
59,11,60,11,400Gbps,1ns
59,12,61,11,400Gbps,1ns
59,13,62,11,400Gbps,1ns
59,14,63,11,400Gbps,1ns
60,12,61,12,400Gbps,1ns
60,13,62,12,400Gbps,1ns
60,14,63,12,400Gbps,1ns
61,13,62,13,400Gbps,1ns
61,14,63,13,400Gbps,1ns
62,14,63,14,400Gbps,1ns
64,8,128,0,400Gbps,1ns
64,9,128,1,400Gbps,1ns
64,10,129,0,400Gbps,1ns
64,11,129,1,400Gbps,1ns
65,8,128,2,400Gbps,1ns
65,9,128,3,400Gbps,1ns
65,10,129,2,400Gbps,1ns
65,11,129,3,400Gbps,1ns
66,8,128,4,400Gbps,1ns
66,9,128,5,400Gbps,1ns
66,10,129,4,400Gbps,1ns
66,11,129,5,400Gbps,1ns
67,8,128,6,400Gbps,1ns
67,9,128,7,400Gbps,1ns
67,10,129,6,400Gbps,1ns
67,11,129,7,400Gbps,1ns
68,8,128,8,400Gbps,1ns
68,9,128,9,400Gbps,1ns
68,10,129,8,400Gbps,1ns
68,11,129,9,400Gbps,1ns
69,8,128,10,400Gbps,1ns
69,9,128,11,400Gbps,1ns
69,10,129,10,400Gbps,1ns
69,11,129,11,400Gbps,1ns
70,8,128,12,400Gbps,1ns
70,9,128,13,400Gbps,1ns
70,10,129,12,400Gbps,1ns
70,11,129,13,400Gbps,1ns
71,8,128,14,400Gbps,1ns
71,9,128,15,400Gbps,1ns
