nodeId,dstNodeId,dstPortId,outPorts,metrics
1,42,11,11,2
1,43,0,0,2
1,43,1,1,2
1,43,2,2,2
1,43,3,3,2
1,43,4,4,2
1,43,5,5,2
1,43,6,6,2
1,43,7,7,2
1,43,8,8,2
1,43,9,9,2
1,43,10,10,2
1,43,11,11,2
1,44,0,0,2
1,44,1,1,2
1,44,2,2,2
1,44,3,3,2
1,44,4,4,2
1,44,5,5,2
1,44,6,6,2
1,44,7,7,2
1,44,8,8,2
1,44,9,9,2
1,44,10,10,2
1,44,11,11,2
1,45,0,0,2
1,45,1,1,2
1,45,2,2,2
1,45,3,3,2
1,45,4,4,2
1,45,5,5,2
1,45,6,6,2
1,45,7,7,2
1,45,8,8,2
1,45,9,9,2
1,45,10,10,2
1,45,11,11,2
1,46,0,0,2
1,46,1,1,2
1,46,2,2,2
1,46,3,3,2
1,46,4,4,2
1,46,5,5,2
1,46,6,6,2
1,46,7,7,2
1,46,8,8,2
1,46,9,9,2
1,46,10,10,2
1,46,11,11,2
1,47,0,0,2
1,47,1,1,2
1,47,2,2,2
1,47,3,3,2
1,47,4,4,2
1,47,5,5,2
1,47,6,6,2
1,47,7,7,2
1,47,8,8,2
1,47,9,9,2
1,47,10,10,2
1,47,11,11,2
1,48,0,0,2
1,48,1,1,2
1,48,2,2,2
1,48,3,3,2
1,48,4,4,2
1,48,5,5,2
1,48,6,6,2
1,48,7,7,2
1,48,8,8,2
1,48,9,9,2
1,48,10,10,2
1,48,11,11,2
1,49,0,0,2
1,49,1,1,2
1,49,2,2,2
1,49,3,3,2
1,49,4,4,2
1,49,5,5,2
1,49,6,6,2
1,49,7,7,2
1,49,8,8,2
1,49,9,9,2
1,49,10,10,2
1,49,11,11,2
1,50,0,0,2
1,50,1,1,2
1,50,2,2,2
1,50,3,3,2
1,50,4,4,2
1,50,5,5,2
1,50,6,6,2
1,50,7,7,2
1,50,8,8,2
1,50,9,9,2
1,50,10,10,2
1,50,11,11,2
1,51,0,0,2
1,51,1,1,2
1,51,2,2,2
1,51,3,3,2
1,51,4,4,2
1,51,5,5,2
1,51,6,6,2
1,51,7,7,2
1,51,8,8,2
1,51,9,9,2
1,51,10,10,2
1,51,11,11,2
1,52,0,0,2
1,52,1,1,2
1,52,2,2,2
1,52,3,3,2
1,52,4,4,2
1,52,5,5,2
1,52,6,6,2
1,52,7,7,2
1,52,8,8,2
1,52,9,9,2
1,52,10,10,2
1,52,11,11,2
1,53,0,0,2
1,53,1,1,2
1,53,2,2,2
