taskId,sourceNode,destNode,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases,srcEntityId,dstEntityId,taskStartTime(us),taskCompletesTime(us),firstPacketSends(us),lastPacketACKs(us),taskThroughput(Gbps)
219,14,3,8947848,URMA_WRITE,7,0ns,219,,0,0,0.0,652.93044,0.0,0.0,109.6331
220,14,8,8947848,URMA_WRITE,7,0ns,220,,0,0,0.0,653.67652,0.0,0.0,109.508
221,14,4,8947848,URMA_WRITE,7,0ns,221,,0,0,0.0,649.7753,0.0,0.0,110.1654
222,14,7,8947848,URMA_WRITE,7,0ns,222,,0,0,0.0,652.6279,0.0,0.0,109.6839
223,14,5,8947848,URMA_WRITE,7,0ns,223,,0,0,0.0,647.90684,0.0,0.0,110.4831
224,14,6,8947848,URMA_WRITE,7,0ns,224,,0,0,0.0,653.88904,0.0,0.0,109.4724
225,15,14,8947849,URMA_WRITE,7,0ns,225,,0,0,0.0,214.85406,0.0,0.0,333.1694
226,15,0,8947849,URMA_WRITE,7,0ns,226,,0,0,0.0,649.0408,0.0,0.0,110.2901
227,15,13,8947849,URMA_WRITE,7,0ns,227,,0,0,0.0,214.85406,0.0,0.0,333.1694
228,15,1,8947849,URMA_WRITE,7,0ns,228,,0,0,0.0,663.70538,0.0,0.0,107.8533
229,15,12,8947849,URMA_WRITE,7,0ns,229,,0,0,0.0,214.85406,0.0,0.0,333.1694
230,15,2,8947849,URMA_WRITE,7,0ns,230,,0,0,0.0,649.79736,0.0,0.0,110.1617
231,15,11,8947849,URMA_WRITE,7,0ns,231,,0,0,0.0,653.71758,0.0,0.0,109.5011
232,15,3,8947849,URMA_WRITE,7,0ns,232,,0,0,0.0,648.34512,0.0,0.0,110.4085
233,15,10,8947848,URMA_WRITE,7,0ns,233,,0,0,0.0,651.94784,0.0,0.0,109.7983
234,15,4,8947848,URMA_WRITE,7,0ns,234,,0,0,0.0,653.89382,0.0,0.0,109.4716
235,15,9,8947848,URMA_WRITE,7,0ns,235,,0,0,0.0,652.3553,0.0,0.0,109.7298
236,15,5,8947848,URMA_WRITE,7,0ns,236,,0,0,0.0,654.94244,0.0,0.0,109.2963
237,15,8,8947848,URMA_WRITE,7,0ns,237,,0,0,0.0,649.75736,0.0,0.0,110.1685
238,15,6,8947848,URMA_WRITE,7,0ns,238,,0,0,0.0,657.29308,0.0,0.0,108.9054
239,15,7,8947848,URMA_WRITE,7,0ns,239,,0,0,0.0,642.94456,0.0,0.0,111.3359
