nodeId1,portId1,nodeId2,portId2,bandwidth,delay
73,4,201,1,400Gbps,1ns
73,5,217,1,400Gbps,1ns
73,6,233,1,400Gbps,1ns
73,7,249,1,400Gbps,1ns
74,0,137,2,400Gbps,1ns
74,1,153,2,400Gbps,1ns
74,2,169,2,400Gbps,1ns
74,3,185,2,400Gbps,1ns
74,4,201,2,400Gbps,1ns
74,5,217,2,400Gbps,1ns
74,6,233,2,400Gbps,1ns
74,7,249,2,400Gbps,1ns
75,0,137,3,400Gbps,1ns
75,1,153,3,400Gbps,1ns
75,2,169,3,400Gbps,1ns
75,3,185,3,400Gbps,1ns
75,4,201,3,400Gbps,1ns
75,5,217,3,400Gbps,1ns
75,6,233,3,400Gbps,1ns
75,7,249,3,400Gbps,1ns
76,0,137,4,400Gbps,1ns
76,1,153,4,400Gbps,1ns
76,2,169,4,400Gbps,1ns
76,3,185,4,400Gbps,1ns
76,4,201,4,400Gbps,1ns
76,5,217,4,400Gbps,1ns
76,6,233,4,400Gbps,1ns
76,7,249,4,400Gbps,1ns
77,0,137,5,400Gbps,1ns
77,1,153,5,400Gbps,1ns
77,2,169,5,400Gbps,1ns
77,3,185,5,400Gbps,1ns
77,4,201,5,400Gbps,1ns
77,5,217,5,400Gbps,1ns
77,6,233,5,400Gbps,1ns
77,7,249,5,400Gbps,1ns
78,0,137,6,400Gbps,1ns
78,1,153,6,400Gbps,1ns
78,2,169,6,400Gbps,1ns
78,3,185,6,400Gbps,1ns
78,4,201,6,400Gbps,1ns
78,5,217,6,400Gbps,1ns
78,6,233,6,400Gbps,1ns
78,7,249,6,400Gbps,1ns
79,0,137,7,400Gbps,1ns
79,1,153,7,400Gbps,1ns
79,2,169,7,400Gbps,1ns
79,3,185,7,400Gbps,1ns
79,4,201,7,400Gbps,1ns
79,5,217,7,400Gbps,1ns
79,6,233,7,400Gbps,1ns
79,7,249,7,400Gbps,1ns
80,0,138,0,400Gbps,1ns
80,1,154,0,400Gbps,1ns
80,2,170,0,400Gbps,1ns
80,3,186,0,400Gbps,1ns
80,4,202,0,400Gbps,1ns
80,5,218,0,400Gbps,1ns
80,6,234,0,400Gbps,1ns
80,7,250,0,400Gbps,1ns
81,0,138,1,400Gbps,1ns
81,1,154,1,400Gbps,1ns
81,2,170,1,400Gbps,1ns
81,3,186,1,400Gbps,1ns
81,4,202,1,400Gbps,1ns
81,5,218,1,400Gbps,1ns
81,6,234,1,400Gbps,1ns
